scenario,x_m,y_m,worst_mec_radius_m,worst_area_m2,worst_diameter_m,within_5pct,robust_le20
outward edge,1545.49150281,-475.52825815,11.371130210545767,64.9166830938135,22.742260421091533,0,1
outward edge,1545.49150281,475.52825815,11.371130210545767,64.91668309381294,22.742260421091533,0,1
outward edge,1550.0,-259.80762114,9.98376156306814,52.95561171960662,19.967523126136054,0,1
outward edge,1550.0,259.80762114,9.983761563067917,52.95561171960685,19.967523126135834,0,1
outward edge,1566.17387873,-148.6289651,10.869877166324347,52.7394228496654,21.739754332648694,0,1
outward edge,1566.17387873,148.6289651,10.869877167366235,52.739422849665516,21.739754332648918,0,1
outward edge,1576.39320225,-380.42260652,9.75670062688727,55.149556064626836,19.513401253774315,0,1
outward edge,1576.39320225,380.42260652,9.756700629396969,55.14955606462695,19.513401253774315,0,1
outward edge,1600.0,-173.20508076,8.627936714699693,42.90903811402109,17.255873429399166,0,1
outward edge,1600.0,173.20508076,8.6279367148315,42.90903811402052,17.25587342939894,0,1
outward edge,1605.92438306,-895.06970583,16.595618542523855,94.68148016885152,33.19123708504771,0,1
outward edge,1605.92438306,895.06970583,16.59561854820835,94.68148016885175,33.19123708504771,0,1
outward edge,1607.29490169,-285.31695489,8.25910259714986,45.27676421942613,16.5182051942995,0,1
outward edge,1607.29490169,285.31695489,8.259102598626281,45.276764219426354,16.5182051942995,0,1
outward edge,1616.37722939,-795.61751629,14.906074084774993,86.3369715808335,29.812148169549985,0,1
outward edge,1616.37722939,795.61751629,14.906074085813588,86.33697158083396,29.812148169549758,0,1
outward edge,1626.83007571,-696.16532676,13.232493025366345,77.60901949569131,26.46498605073269,0,1
outward edge,1626.83007571,696.16532676,13.232493025366345,77.60901949569086,26.46498605073269,0,1
outward edge,1637.28292204,-596.71313722,11.582488437209353,68.51926878676011,23.16497687441848,0,1
outward edge,1637.28292204,596.71313722,11.582488439143972,68.51926878676102,23.16497687441848,0,1
outward edge,1638.19660113,-190.21130326,7.035795662414648,35.84831911140532,14.071591324829296,0,1
outward edge,1638.19660113,190.21130326,7.035795663616234,35.84831911140577,14.071591324829516,0,1
outward edge,1647.73576837,-497.26094768,9.969390127887293,59.10642278476644,19.938780255774585,0,1
outward edge,1647.73576837,497.26094768,9.969390134674725,59.10642278476644,19.938780255774585,0,1
outward edge,1658.18861469,-397.80875815,8.418830945909486,49.44717043979904,16.83766189181897,0,1
outward edge,1658.18861469,397.80875815,8.418830945909486,49.44717043979904,16.837661891818748,0,1
outward edge,1668.64146102,-298.35656861,6.987295092461739,39.756017545126724,13.974590184923478,0,1
outward edge,1668.64146102,298.35656861,6.987295092461739,39.75601754512695,13.974590184923478,0,1
outward edge,1679.09430735,-198.90437907,5.830908280591959,30.535699280353583,11.661816561183919,0,1
outward edge,1679.09430735,198.90437907,5.83090828059196,30.535699280354265,11.66181656118392,0,1
outward edge,1720.90569265,-198.90437907,4.876331048137084,26.35419992843481,9.752662096274168,0,1
outward edge,1720.90569265,198.90437907,4.8763310521213095,26.35419992843481,9.75266209627438,0,1
outward edge,1731.35853898,-298.35656861,6.015667380263511,35.75637632079406,12.031334760527022,0,1
outward edge,1731.35853898,298.35656861,6.01566738026351,35.75637632079406,12.03133476052702,0,1
outward edge,1741.81138531,-397.80875815,7.44468737347357,45.67233046738238,14.88937474694714,0,1
outward edge,1741.81138531,397.80875815,7.444687373473792,45.672330467382835,14.889374746947363,0,1
outward edge,1752.26423163,-497.26094768,9.001308334595775,55.55020054174679,18.00261666919155,0,1
outward edge,1752.26423163,497.26094768,9.001308334595775,55.55020054174702,18.00261666919155,0,1
outward edge,1761.80339887,-190.21130326,4.094738492646101,23.037091311841777,8.189476985291996,0,1
outward edge,1761.80339887,190.21130326,4.094738492646101,23.037091311841095,8.189476985291995,0,1
outward edge,1762.71707796,-596.71313722,10.625223332635718,65.19548909693333,21.250446665271213,0,1
outward edge,1762.71707796,596.71313722,10.625223365519274,65.19548909693322,21.25044666527099,0,1
outward edge,1773.16992429,-696.16532676,12.288785460798227,74.51649276076694,24.577570921596227,0,1
outward edge,1773.16992429,696.16532676,12.288785483692923,74.51649276076773,24.577570921596227,0,1
outward edge,1783.62277061,-795.61751629,14.01312284004204,83.47260367807314,28.02624568008408,0,1
outward edge,1783.62277061,795.61751629,14.01312284004204,83.47260367807291,28.02624568008408,0,1
outward edge,1792.70509831,-285.31695489,5.474117401104176,33.02692629090575,10.948234802115426,0,1
outward edge,1792.70509831,285.31695489,5.47411740105794,33.026926290905976,10.948234802115653,0,1
outward edge,1794.07561694,-895.06970583,15.764763196793648,92.04111111380394,31.529526393587066,0,1
outward edge,1794.07561694,895.06970583,15.764763196793648,92.04111111380382,31.529526393587066,0,1
outward edge,1800.0,-173.20508076,3.990248148321139,20.47660396843048,7.980496296642051,0,1
outward edge,1800.0,173.20508076,3.990248148321139,20.476603968430254,7.980496296642051,0,1
outward edge,1823.60679775,-380.42260652,7.298823201510792,43.48969661344472,14.597646402858441,0,1
outward edge,1823.60679775,380.42260652,7.298823201429334,43.489696613444266,14.597646402858441,0,1
outward edge,1833.82612127,-148.6289651,4.624228658004512,18.6270281923928,9.248457316009024,0,1
outward edge,1833.82612127,148.6289651,4.624228658004512,18.62702819239348,9.248457316009024,0,1
outward edge,1850.0,-259.80762114,5.9853722224817085,31.40566402728882,11.97074444496319,0,1
outward edge,1850.0,259.80762114,5.9853722224817085,31.40566402728882,11.97074444496319,0,1
outward edge,1854.50849719,-475.52825815,9.123529001917634,53.87531691461322,18.24705800360123,0,1
outward edge,1854.50849719,475.52825815,9.123529001800728,53.87531691461322,18.24705800360123,0,1
outward edge,1861.80339887,-117.55705046,5.7990404623518605,18.08249287625472,11.598080924188022,0,1
outward edge,1861.80339887,117.55705046,5.799040462094238,18.0824928762554,11.598080924188247,0,1
outward edge,1882.70909153,-81.34732862,8.257924428566232,20.567668150909867,16.515848857132465,0,1
outward edge,1882.70909153,81.34732862,8.257924428566232,20.567668150911004,16.515848857132465,0,1
outward edge,1885.41019662,-570.63390978,10.948234802208125,64.01483740552112,21.896469604231076,0,1
outward edge,1885.41019662,570.63390978,10.948234802115651,64.0148374055209,21.896469604231076,0,1
outward edge,1895.62952015,-41.58233816,15.514262320983102,35.87208908029936,31.028524641966204,0,1
outward edge,1895.62952015,41.58233816,15.514262320983102,35.87208908029913,31.028524641966204,0,1
outward edge,1900.0,-346.41016151,7.980496299326151,42.955758394113445,15.960992598652075,0,1
outward edge,1900.0,0.0,50.015233964573554,174.55064928217553,100.01523280439076,0,0
outward edge,1900.0,346.41016151,7.980496299326151,42.95575839411322,15.960992598652075,0,1
outward edge,1900.73918191,-222.94344764,6.936342988892712,31.488858931353434,13.872685977454726,0,1
outward edge,1900.73918191,222.94344764,6.936342988727249,31.48885893135298,13.872685977454498,0,1
outward edge,1916.31189606,-665.73956141,12.77294060261474,73.80765966478953,25.54588120497364,0,1
outward edge,1916.31189606,665.73956141,12.772940602487045,73.80765966478953,25.545881204973863,0,1
outward edge,1942.70509831,-176.33557569,8.698560693766701,34.43717727554781,17.397121386516282,0,1
outward edge,1942.70509831,176.33557569,8.698560693258369,34.43717727554758,17.39712138651651,0,1
outward edge,1947.2135954999999,-760.84521304,14.597646403021583,83.20192699524182,29.195292805716882,0,1
outward edge,1947.2135954999999,760.84521304,14.597646402858668,83.20192699524216,29.19529280571711,0,1
outward edge,1950.0,-433.01270189,9.975620373486493,54.39968500234204,19.951240746972985,0,1
outward edge,1950.0,433.01270189,9.975620373486493,54.39968500234272,19.951240746972985,0,1
outward edge,1967.6522425399999,-297.25793019,9.248457318322853,44.96793643962587,18.49691463651454,0,1
outward edge,1967.6522425399999,297.25793019,9.24845731825727,44.9679364396261,18.49691463651454,0,1
outward edge,1974.0636372899999,-122.02099292,12.386886650889824,43.90508956205508,24.77377330177965,0,1
outward edge,1974.0636372899999,122.02099292,12.386886650889824,43.90508956205531,24.77377330177965,0,1
outward edge,1978.11529494,-855.95086467,16.4223522034282,92.17008850729997,32.84470440645944,0,1
outward edge,1978.11529494,855.95086467,16.422352203229835,92.17008850729985,32.84470440645944,0,1
outward edge,1993.44428022,-62.37350725,23.27139350547119,77.40413631076046,46.542787007303325,0,0
outward edge,1993.44428022,62.37350725,23.271393503651662,77.40413631076012,46.542787007303325,0,0
outward edge,2000.0,-519.61524227,11.97074444764729,65.52875827645607,23.941488895294352,0,1
outward edge,2000.0,0.0,50.01523396458242,174.55064928217553,100.01523280439076,0,0
outward edge,2000.0,519.61524227,11.97074444764729,65.52875827645596,23.941488895294352,0,1
outward edge,2023.60679775,-235.11410092,11.598080925181542,51.304681440964714,23.19616184884477,0,1
outward edge,2023.60679775,235.11410092,11.59808092442227,51.30468144096426,23.19616184884454,0,1
outward edge,2034.56530318,-371.57241274,11.560571648067812,58.20132138353506,23.12114329588349,0,1
outward edge,2034.56530318,371.57241274,11.560571647941744,58.20132138353597,23.12114329588326,0,1
outward edge,2050.0,-606.21778265,13.96586852180763,76.2405467906674,27.931737043615037,0,1
outward edge,2050.0,606.21778265,13.96586852180763,76.24054679066705,27.931737043615037,0,1
outward edge,2065.41818306,-162.69465723,16.515848867766305,67.29158647908821,33.03169773553261,0,1
outward edge,2065.41818306,162.69465723,16.515848867766305,67.29158647908821,33.03169773553261,0,1
outward edge,2091.25904029,-83.16467633,31.02852467467934,115.45734237135264,62.05704934245707,0,0
outward edge,2091.25904029,83.16467633,31.028524671228535,115.45734237135287,62.05704934245707,0,0
outward edge,2100.0,-692.82032303,15.9609925959682,86.45516398713528,31.9219851919364,0,1
outward edge,2100.0,0.0,50.01523396458242,174.55064928217553,100.01523280439076,0,0
outward edge,2100.0,692.82032303,15.9609925959682,86.45516398713494,31.9219851919364,0,1
outward edge,2101.47836382,-445.88689529,13.87268597781277,70.97432615518198,27.74537195525312,0,1
outward edge,2101.47836382,445.88689529,13.872685977626446,70.9743261551821,27.745371955252892,0,1
outward edge,2104.50849719,-293.89262615,14.497601156596383,67.56258924581857,28.995202311173028,0,1
outward edge,2104.50849719,293.89262615,14.497601155586628,67.56258924581812,28.995202311173255,0,1
outward edge,2150.0,-779.42286341,17.956116670128544,96.14138100142975,35.91223334025709,0,1
outward edge,2150.0,779.42286341,17.956116670128544,96.14138100143043,35.91223334025709,0,1
outward edge,2156.77272882,-203.36832154,20.644811079456282,89.15302284223924,41.28962215891234,0,0
outward edge,2156.77272882,203.36832154,20.644811079456282,89.1530228422389,41.28962215891234,0,0
outward edge,2168.39142445,-520.20137783,16.18480030721511,83.15868029554008,32.369600613969034,0,1
outward edge,2168.39142445,520.20137783,16.184800306984517,83.15868029553974,32.369600613969034,0,1
outward edge,2185.41019662,-352.67115138,17.397121387533176,83.0805358330515,34.794242773032565,0,1
outward edge,2185.41019662,352.67115138,17.397121386516282,83.08053583305127,34.794242773032565,0,1
outward edge,2189.07380037,-103.95584541,38.78565584547588,144.67439379650125,77.57131167912871,0,0
outward edge,2189.07380037,103.95584541,38.785655839564356,144.674393796501,77.57131167912871,0,0
outward edge,2200.0,-866.02540378,19.951240746972985,105.28040899513894,39.90248149394597,0,1
outward edge,2200.0,0.0,50.01523396458242,174.55064928217575,100.01523280439076,0,0
outward edge,2200.0,866.02540378,19.951240746972985,105.28040899513883,39.90248149394597,0,1
outward edge,2235.30448509,-594.51586038,18.496914636960067,94.63543145369067,36.99382927333799,0,1
outward edge,2235.30448509,594.51586038,18.496914636668993,94.63543145369022,36.99382927333799,0,1
outward edge,2248.12727459,-244.04198585,24.773773296332536,108.95766942361286,49.54754659266507,0,0
outward edge,2248.12727459,244.04198585,24.773773296332536,108.95766942361286,49.54754659266507,0,0
outward edge,2266.31189606,-411.4496766,20.29664159421821,97.51204238054424,40.593283188436196,0,0
outward edge,2266.31189606,411.4496766,20.29664159421821,97.51204238054459,40.593283188436196,0,0
outward edge,2286.88856044,-124.74701449,46.54278701468426,164.2265148022592,93.08557401428291,0,0
outward edge,2286.88856044,124.74701449,46.542787007141456,164.22651480225926,93.08557401428291,0,0
outward edge,2300.0,0.0,50.01523396458242,174.55064928217553,100.01523280439076,0,0
outward edge,2302.21754572,-668.83034293,20.80902896639021,105.36667603079047,41.61805793239803,0,0
outward edge,2302.21754572,668.83034293,20.809028966199016,105.36667603079025,41.61805793239803,0,0
outward edge,2339.48182035,-284.71565015,28.90273551865613,126.1255056159082,57.80547103731226,0,0
outward edge,2339.48182035,284.71565015,28.90273551865613,126.12550561590831,57.80547103731226,0,0
outward edge,2347.2135955,-470.22820183,23.196161822489827,110.73682039271546,46.39232364497943,0,0
outward edge,2347.2135955,470.22820183,23.196161822489827,110.73682039271546,46.39232364497943,0,0
outward edge,2384.70332051,-145.53818357,50.00776611188683,173.41492760277265,100.01523280439076,0,0
outward edge,2384.70332051,145.53818357,50.00776610271714,173.41492760277288,100.01523280439076,0,0
outward edge,2400.0,0.0,50.01523396458242,174.55064928217553,100.01523280439076,0,0
outward edge,2428.1152949400002,-529.00672706,26.09568205076167,122.70393171825879,52.191364101523114,0,0
outward edge,2428.1152949400002,529.00672706,26.09568205076167,122.7039317182589,52.191364101523114,0,0
outward edge,2430.83636611,-325.38931446,33.03169773034634,140.51371994546298,66.06339546069245,0,0
outward edge,2430.83636611,325.38931446,33.03169773034634,140.5137199454627,66.06339546069245,0,0
outward edge,2482.51808059,-166.32935265,50.01523396458242,174.55064928217553,100.01523280439076,0,0
outward edge,2482.51808059,166.32935265,50.01523396458242,174.55064928217553,100.01523280439076,0,0
outward edge,2500.0,0.0,50.01523396458242,174.55064928217575,100.01523280439076,0,0
outward edge,2509.0169943700002,-587.78525229,28.995202273918192,133.38267779346756,57.99040454783616,0,0
outward edge,2509.0169943700002,587.78525229,28.995202273918192,133.38267779346825,57.99040454783616,0,0
outward edge,2522.19091188,-366.06297877,37.16065994722281,152.86594682433406,74.3213198944454,0,0
outward edge,2522.19091188,366.06297877,37.16065994722281,152.86594682433446,74.3213198944454,0,0
outward edge,2580.33284066,-187.12052174,50.01523396458242,174.55064928217553,100.01523280439076,0,0
outward edge,2580.33284066,187.12052174,50.01523396458242,174.55064928217575,100.01523280439076,0,0
outward edge,2600.0,0.0,50.01523396458242,174.55064928217575,100.01523280439076,0,0
outward edge,2613.5454576399998,-406.73664308,41.28962215891234,162.3333154945317,82.57924431782467,0,0
outward edge,2613.5454576399998,406.73664308,41.28962215891234,162.33331549453192,82.57924431782467,0,0
outward edge,2678.14760073,-207.91169082,50.01523396458242,174.55064928217553,100.01523280439076,0,0
outward edge,2678.14760073,207.91169082,50.01523396458242,174.55064928217553,100.01523280439076,0,0
outward edge,2700.0,0.0,50.01523396458242,174.55064928217553,100.01523280439076,0,0
outward edge,1761.5661475319528,78.80107536115122,2.9747185706689825,11.313818022334544,5.9494371413377785,0,1
outward edge,1760.1815023145834,79.86355100519754,3.018315342069067,11.552588838136671,6.036630684138134,0,1
outward edge,1758.7785252286178,80.90169943795208,3.062558714159233,11.792898247423409,6.125117428318466,0,1
outward edge,1757.3576436344672,81.91520442934545,3.107452458272103,12.034797511280203,6.214904916544206,0,1
outward edge,1755.9192903464295,82.90375725593925,3.153001039178943,12.278339036209445,6.3060020763026685,0,1
outward edge,1754.4639035008502,83.86705679496616,3.199209613175309,12.523576425801139,6.398419226350618,0,1
outward edge,1752.9919264226608,84.80480961605491,3.246084029953958,12.770564535064295,6.492168059907723,0,1
outward edge,1751.5038074903384,85.71673007061197,3.2936308301070616,13.019359516142913,6.587261657620956,0,1
outward edge,1749.999999999326,86.6025403788329,3.3418572473974653,13.270018873228992,6.683714494794735,0,1
outward edge,1748.4809620239532,87.46197071431679,3.3907712146022115,13.522601532147291,6.781542424265976,0,1
outward edge,1746.947156277902,88.29475928625799,3.4403813627385995,13.777167876701242,6.880762722318302,0,1
outward edge,1745.3990499732613,89.10065241919003,3.490697030945286,14.033779831914671,6.981394061890373,0,1
outward edge,1743.8371146782083,89.87940463025778,3.5417282718414294,14.292500923932266,7.083456543682859,0,1
outward edge,1742.2618261733649,90.63077870399383,3.5934858587134637,14.553396337742697,7.186971717426727,0,1
outward edge,1740.6736643068691,91.35454576457657,3.6459812959603055,14.816532994226009,7.29196259192041,0,1
outward edge,1739.0731128482112,92.05048534554805,3.6992268304469227,15.08197962806662,7.39845365651165,0,1
outward edge,1737.4606593408698,92.71838545697022,3.753235464721473,15.349806849748802,7.506470929442946,0,1
outward edge,1776.9576844149408,98.50134420143903,2.75235371399236,12.267292549531703,5.504707414894876,1,1
outward edge,1775.2268778932294,99.82943875649691,2.7977686944390725,12.497604797352778,5.595537376631002,1,1
outward edge,1773.4731565357724,101.1271242974401,2.8438160066986993,12.729967151375831,5.6876320118144905,1,1
outward edge,1771.697054543084,102.39400553668182,2.890496391345372,12.964409145361742,5.780992776629085,0,1
outward edge,1769.899112933037,103.62969656992408,2.9378116945816224,13.200963177937183,5.8756233850507344,0,1
outward edge,1768.0798793760628,104.8338209937077,2.9857648415001234,13.439664427200341,5.97152968300006,0,1
outward edge,1766.2399080283258,106.00601202006864,3.0343597831895965,13.680550775434085,6.068719566379193,0,1
outward edge,1764.379759362923,107.14591258826496,3.0836014552480684,13.923662749356481,6.167202910496137,0,1
outward edge,1762.4999999991578,108.25317547354113,3.133495749523604,14.169043472290696,6.266991497696745,0,1
outward edge,1760.6012025299415,109.327463392896,3.1840494845295937,14.416738633276282,6.368098969059187,0,1
outward edge,1758.6839453473776,110.36844910782249,3.235270386370575,14.66679646685293,6.470540772740956,0,1
outward edge,1756.7488124665767,111.37581552398754,3.2871670685561827,14.919267742122429,6.574334131556666,0,1
outward edge,1754.7963933477604,112.34925578782223,3.3397490131254646,15.174205750860665,6.67949802504663,0,1
outward edge,1752.827282716706,113.28847337999228,3.393026572758356,15.43166633466626,6.786053140518704,0,1
outward edge,1750.8420803835866,114.1931822057207,3.4470109496962733,15.691707882989704,6.894021899392547,0,1
outward edge,1748.841391060264,115.06310668193508,3.5017142053349444,15.954391377530783,7.003428410669889,0,1
outward edge,1746.8258241760873,115.89798182121278,3.5571492509556744,16.219780408490124,7.114298495235767,0,1
outward edge,1792.349221297929,118.20161304172683,3.2774178203873348,14.12190681215884,6.554835640774442,0,1
outward edge,1790.272253471875,119.79532650779629,3.235361272831487,14.328790420997393,6.470722545662746,0,1
outward edge,1788.1677878429268,121.35254915692812,3.1953314037787584,14.538877887552417,6.390662807557289,0,1
outward edge,1786.036465451701,122.87280664401818,3.1572299456334436,14.75214238039689,6.31445989126666,0,1
outward edge,1783.8789355196445,124.35563588390889,3.120965910381166,14.968564166205624,6.241931820762105,0,1
outward edge,1781.6958552512751,125.80058519244925,3.086454959920694,15.188130153078646,6.172909919841388,0,1
outward edge,1779.487889633991,127.20721442408237,3.0536188799116992,15.410833506305835,6.1072377598233984,0,1
outward edge,1777.2557112355078,128.57509510591794,3.0788860942482055,15.636673285192046,6.157772188496411,0,1
outward edge,1774.9999999989893,129.90381056824936,3.129322919449313,15.865654140956849,6.258645838898436,0,1
outward edge,1772.7214430359297,131.19295607147518,3.1804184269146867,16.09778605552333,6.360836845946781,0,1
outward edge,1770.420734416853,132.44213892938697,3.232180531713428,16.33308409743654,6.464361063358069,0,1
outward edge,1768.0985749598922,133.65097862878505,3.2846180861523266,16.571568229853256,6.569236172304653,0,1
outward edge,1765.7556720173127,134.8191069453867,3.3377408355519496,16.813263133236433,6.675481671103899,0,1
outward edge,1763.3927392600472,135.94616805599074,3.3915594175363104,17.058198053341812,6.783118835072424,0,1
outward edge,1761.0104964603038,137.03181864686485,3.44608535133309,17.30640668399201,6.8921707026659815,0,1
outward edge,1758.6096692723168,138.07572801832208,3.5013310311095025,17.557927054379206,7.002662062219005,0,1
outward edge,1756.1909890113047,139.07757818545534,3.5573097269707907,17.812801461221625,7.114619449955609,0,1
outward edge,1807.7407581809173,137.90188188201464,3.823654123784807,16.47331072102861,7.647308247569614,0,1
outward edge,1805.317629050521,139.76121425909568,3.7745881516368103,16.656601762749688,7.549176303273393,0,1
outward edge,1802.8624191500812,141.57797401641614,3.727886637741771,16.845266967640782,7.455773275483542,0,1
outward edge,1800.3758763603178,143.35160775135455,3.683434936572351,17.0391942448789,7.366869873144702,0,1
outward edge,1797.8587581062518,145.0815751978937,3.641126895444314,17.229205884922067,7.282253790888628,0,1
outward edge,1795.3118311264877,146.76734939119078,3.60086411990759,17.422130744394735,7.20172823981518,0,1
outward edge,1792.735871239656,148.40841682809608,3.5625553598969826,17.619457837127356,7.125110719793965,0,1
outward edge,1790.1316631080924,150.00427762357094,3.5261159163011264,17.821128850211608,7.052231832602253,0,1
outward edge,1787.4999999988208,151.5544456629576,3.4914671297340365,18.02709515317406,6.982934259467846,0,1
outward edge,1784.841683541918,153.0584487500544,3.458535915472322,18.237317207016986,6.9170718309444155,0,1
outward edge,1782.1575234863287,154.51582875095147,3.4272543225187997,18.45176403548794,6.854508645037372,0,1
outward edge,1779.4483374532074,155.92614173358254,3.400087028758473,18.670412761437774,6.800174032576767,0,1
outward edge,1776.7149506868648,157.2889581029511,3.453178372006395,18.89324817580382,6.906356744012592,0,1
outward edge,1773.9581958033882,158.6038627319892,3.506980798116362,19.120262403291463,7.013961584369535,0,1
outward edge,1771.178912537021,159.87045508800898,3.5615068890140145,19.35145454620624,7.123013762997423,0,1
outward edge,1768.3779474843695,161.0883493547091,3.6167700416794166,19.58683042490702,7.233540083358632,0,1
outward edge,1765.5561538465222,162.25717454969788,3.672784478409171,19.826402331723784,7.345568946878447,0,1
outward edge,1823.1322950639055,157.60215072230244,4.369890427182734,19.129046116785048,8.739780854365469,0,1
outward edge,1820.3630046291669,159.72710201039507,4.313815030441907,19.273688350529483,8.627630060883586,0,1
outward edge,1817.5570504572356,161.80339887590415,4.260441871704784,19.42548908700087,8.520883743409568,0,1
outward edge,1814.7152872689346,163.8304088586909,4.209639927511258,19.584243830859577,8.419279855022516,0,1
outward edge,1811.8385806928593,165.8075145118785,4.161287880507918,19.749769850991242,8.322575761015836,0,1
outward edge,1808.9278070017003,167.73411358993232,4.115273279894258,19.92190448427891,8.230546559788516,0,1
outward edge,1805.9838528453213,169.60961923210982,4.0714918398820386,20.100503632552773,8.142983679764077,0,1
outward edge,1803.0076149806769,171.43346014122395,4.029846761486839,20.285440414324512,8.059693522973678,0,1
outward edge,1799.9999999986524,173.2050807576658,3.990248148267243,20.47660397258278,7.980496296534486,0,1
outward edge,1796.9619240479065,174.92394142863358,3.9526124748253477,20.660971457831465,7.905224949650468,0,1
outward edge,1793.8943125558042,176.58951857251597,3.9168620828785956,20.850779907635115,7.833724165756964,0,1
outward edge,1790.7980999465228,178.20130483838005,3.8829247752555864,21.045956142928844,7.7658495505109455,0,1
outward edge,1787.6742293564168,179.75880926051556,3.8507334028790146,21.246438113903878,7.701466805758029,0,1
outward edge,1784.5236523467295,181.26155740798765,3.8202255155147005,21.45217427339321,7.640451031029401,0,1
outward edge,1781.3473286137385,182.70909152915314,3.791343040812315,21.66312301917651,7.58268608162463,0,1
outward edge,1778.1462256964223,184.1009706910961,3.8086244766321817,21.879252210975437,7.6172489532643635,0,1
outward edge,1774.9213186817396,185.43677091394045,3.864200208691235,22.100538742120534,7.72840039162979,0,1
outward edge,1838.5238319468936,177.30241956259025,4.916126730580661,21.996031198049423,9.832253461161097,0,1
outward edge,1835.4083802078128,179.69298976169443,4.853041909247231,22.09950961383629,9.706083818494234,0,1
outward edge,1832.2516817643902,182.02882373539217,4.792997105668024,22.212037951773027,9.585994211335821,0,1
outward edge,1829.0546981775512,184.30920996602728,4.735844918450165,22.33331495288553,9.471689836900103,0,1
outward edge,1825.8184032794668,186.53345382586332,4.681448865571522,22.46306823139821,9.362897731142816,0,1
outward edge,1822.543782876913,188.70087778867386,4.629682439881382,22.60105196548193,9.259364879762536,0,1
outward edge,1819.2318344509865,190.81082163612353,4.5804283198673215,22.74704482871607,9.160856639734416,0,1
outward edge,1815.8835668532615,192.86264265887692,4.533577606673007,22.90084818238074,9.067155213345787,0,1
outward edge,1812.4999999984839,194.85571585237403,4.489029166800677,23.062284407463494,8.978058333601354,0,1
outward edge,1809.0821645538947,196.7894341072128,4.446689034178602,23.231195471308183,8.893378068356975,0,1
outward edge,1805.6311016252796,198.66320839408047,4.406469843238164,23.4074416122196,8.812939686476328,0,1
outward edge,1802.1478624398383,200.47646794317757,4.368290372162479,23.590900165507264,8.736580744324957,0,1
outward edge,1798.633508025969,202.22866041808,4.332075078239062,23.77570645435162,8.664150156478124,0,1
outward edge,1795.0891088900707,203.91925208398612,4.2977537049542365,23.958019606225207,8.595507409908246,0,1
outward edge,1791.5157446904557,205.54772797029727,4.26526092091394,24.146661092796194,8.530521841827653,0,1
outward edge,1787.9145039084751,207.11359202748315,4.234535965698312,24.341557263285722,8.469071931396623,0,1
outward edge,1784.2864835169569,208.616367278183,4.205522381978109,24.54264626238546,8.411044763956218,0,1
outward edge,1853.9153688298818,197.00268840287805,5.462363033978589,24.997341180143167,10.92472606795695,0,1
outward edge,1850.4537557864587,199.65887751299383,5.392268788052327,25.05827601860142,10.784537576104654,0,1
outward edge,1846.9463130715446,202.2542485948802,5.325552339631037,25.130203602895563,10.651104679262074,0,1
outward edge,1843.394109086168,204.78801107336363,5.262049909389073,25.2127245404356,10.524099818777918,0,1
outward edge,1839.798225866074,207.25939313984816,5.201609850634897,25.30547544717092,10.403219701269794,0,1
outward edge,1836.1597587521255,209.6676419874154,5.144091599868278,25.408126025121874,10.288183199736329,0,1
outward edge,1832.4798160566515,212.01202404013728,5.089364799852832,25.520376471826694,10.178729599705436,0,1
outward edge,1828.7595187258462,214.29182517652993,5.03730845185872,25.641955129310418,10.07461690371744,0,1
outward edge,1824.9999999983154,216.50635094708227,4.98781018533411,25.772616433735266,9.97562037066822,0,1
outward edge,1821.202405059883,218.654926785792,4.940765593531628,25.91213903332914,9.881531187063029,0,1
outward edge,1817.3678906947553,220.73689821564497,4.8960776035981874,26.06032415244954,9.792155207196375,0,1
outward edge,1813.4976249331535,222.75163104797508,4.8536559690693695,26.216994062569256,9.707311938138513,0,1
outward edge,1809.592786695521,224.69851157564446,4.813416753598881,26.38199078237062,9.626833507197762,0,1
outward edge,1805.6545654334118,226.57694675998457,4.775281894393318,26.555174863583034,9.550563788786636,0,1
outward edge,1801.684160767173,228.3863644114414,4.739178801015109,26.736424338444067,9.478357602030218,0,1
outward edge,1797.682782120528,230.12621336387016,4.705039961887444,26.915831616885043,9.410079923774658,0,1
outward edge,1793.6516483521743,231.79596364242556,4.67280264664247,27.095485488757504,9.34560529328494,0,1
outward edge,1869.30690571287,216.70295724316586,6.008599337376061,28.084018591907352,12.017198674751894,0,1
outward edge,1865.4991313651044,219.62476526429322,5.931495666857651,28.101753838727745,11.862991333715074,0,1
outward edge,1861.640944378699,222.47967345436822,5.85810757359405,28.13244052175287,11.7162151471881,0,1
outward edge,1857.733519994785,225.26681218070001,5.788254900327752,28.175581675680178,11.576509800655504,0,1
outward edge,1853.7780484526816,227.98533245383297,5.7217708356982735,28.230723334736012,11.443541671396547,0,1
outward edge,1849.775734627338,230.63440618615695,5.65850075985472,28.297451061498123,11.31700151970944,0,1
outward edge,1845.7277976623168,233.213226444151,5.5983012798381155,28.37538677284556,11.196602559676004,0,1
outward edge,1841.6354705984309,235.7210076941829,5.54103929704466,28.46418597987781,11.082078594089092,0,1
outward edge,1837.499999998147,238.15698604179047,5.486591203867545,28.563535255400893,10.97318240773509,0,1
outward edge,1833.3226455658712,240.52041946437117,5.434842152884881,28.673149976513514,10.869684305769537,0,1
outward edge,1829.1046797642307,242.81058803720947,5.385685363957983,28.792772337939823,10.77137072791574,0,1
outward edge,1824.847387426469,245.0267941527726,5.339021565976489,28.92216951714431,10.67804313195275,0,1
