x_m,y_m,along_m,lateral_m,expected_area_m2,mc_se_m2,no_signal_probability,within_5pct,guaranteed_reception,certificate_margin_m
1890.0,-960.0,390.0,-960.0,233.08473,1.5236987,0.0029116187,False,False,-36.19496235023267
1910.0,-960.0,410.0,-960.0,237.73582,1.4321944,0.0049609863,False,False,-43.88696706108941
1930.0,-960.0,430.0,-960.0,243.67673,1.3246799,0.007801661,False,False,-51.9030373565807
1950.0,-960.0,450.0,-960.0,251.0971,1.2060729,0.011586519,False,False,-60.23582282433759
1970.0,-960.0,470.00000000000006,-960.0,260.21597,1.0840774,0.01649544,False,False,-68.87791632159762
1990.0,-960.0,490.0,-960.0,271.18396,0.9724027,0.022665165,False,False,-77.8218776773833
2010.0,-960.0,510.00000000000006,-960.0,284.04572,0.8900094,0.030156907,False,False,-87.06025591960648
2030.0,-960.0,530.0,-960.0,299.03778,0.8573359,0.039184727,False,False,-96.58560997306547
2050.0,-960.0,550.0,-960.0,316.3308,0.8877673,0.049920313,False,False,-106.39052779748626
2070.0,-960.0,570.0,-960.0,336.11987,0.95565194,0.06253864,False,False,-116.4676439557038
2090.0,-960.0,590.0,-960.0,358.229,1.0011873,0.07688469,False,False,-126.80965562068202
2110.0,-960.0,610.0,-960.0,381.6583,1.0341557,0.09218819,False,False,-137.4093370462545
2130.0,-960.0,630.0,-960.0,405.9964,1.0705018,0.10814833,False,False,-148.2595525402783
2150.0,-960.0,650.0,-960.0,431.19513,1.1103457,0.12474097,False,False,-159.3532679903914
2170.0,-960.0,670.0,-960.0,457.2196,1.1530197,0.14195147,False,False,-170.68356100186193
2190.0,-960.0,690.0,-960.0,484.03375,1.1979333,0.15976532,False,False,-182.24362971428198
2210.0,-960.0,710.0,-960.0,511.602,1.2445906,0.17816776,False,False,-194.02680036923798
2230.0,-960.0,730.0,-960.0,539.88885,1.2925721,0.19714421,False,False,-206.0265337047938
2250.0,-960.0,750.0,-960.0,568.8583,1.3415191,0.21667999,False,False,-218.23643025481726
2270.0,-960.0,770.0,-960.0,598.4729,1.3911356,0.2367606,False,False,-230.6502346320827
2290.0,-960.0,789.9999999999999,-960.0,628.69507,1.4411793,0.25737157,False,False,-243.26183887385528
2310.0,-960.0,810.0,-960.0,659.48737,1.4914632,0.27849874,False,False,-256.0652849274995
2330.0,-960.0,830.0,-960.0,690.8123,1.5418403,0.3001278,False,False,-269.05476635171266
2350.0,-960.0,850.0,-960.0,722.6332,1.5922009,0.3222448,False,False,-282.2246293064254
2370.0,-960.0,869.9999999999999,-960.0,754.91345,1.6424698,0.34483615,False,False,-295.5693729013511
2390.0,-960.0,890.0000000000001,-960.0,787.61536,1.6926003,0.3678882,False,False,-309.08364896976695
2410.0,-960.0,910.0,-960.0,820.702,1.7425681,0.3913879,False,False,-322.7622613304329
2430.0,-960.0,930.0,-960.0,854.13855,1.7923694,0.41532195,False,False,-336.600164596728
2450.0,-960.0,950.0,-960.0,887.8893,1.8420241,0.43967777,False,False,-350.5924625881783
2470.0,-960.0,969.9999999999999,-960.0,921.91974,1.8915664,0.46444285,False,False,-364.73440639561807
2490.0,-960.0,990.0,-960.0,956.1959,1.9410498,0.48960513,False,False,-379.0213921473446
2510.0,-960.0,1010.0,-960.0,990.68365,1.9905372,0.5151526,False,False,-393.4489585198305
2530.0,-960.0,1030.0,-960.0,1025.3502,2.0401027,0.54107356,False,False,-408.01278403287233
2550.0,-960.0,1050.0,-960.0,1060.1646,2.0898247,0.5673568,False,False,-422.7086841655251
2570.0,-960.0,1070.0,-960.0,1095.0952,2.1397908,0.5939915,False,False,-437.5326083258078
2590.0,-960.0,1090.0,-960.0,1130.112,2.1901026,0.6209668,False,False,-452.48063670398034
2610.0,-960.0,1110.0,-960.0,1165.1835,2.2408807,0.6482723,False,False,-467.5489770362011
2630.0,-960.0,1130.0,-960.0,1200.279,2.2922587,0.6758979,False,False,-482.7339613025663
2650.0,-960.0,1150.0,-960.0,1235.3694,2.3443801,0.70383376,False,False,-498.0320423809367
