x_m,y_m,along_m,lateral_m,expected_area_m2,mc_se_m2,no_signal_probability,within_5pct,guaranteed_reception,certificate_margin_m
490.0,-960.0,490.0,-960.0,2939.3286,52.674393,0.043384913,False,False,-411.44848246738405
510.00000000000006,-960.0,510.00000000000006,-960.0,2621.825,46.191628,0.035449,False,False,-397.21006185544553
530.0,-960.0,530.0,-960.0,2361.199,40.359352,0.029010862,False,False,-383.1142741077884
550.0,-960.0,550.0,-960.0,2146.2788,35.40549,0.023769319,False,False,-369.16552451897917
570.0,-960.0,570.0,-960.0,1972.1234,31.504639,0.019587135,False,False,-355.36835281850495
590.0,-960.0,590.0,-960.0,1840.3104,28.868618,0.016502857,False,False,-341.7274351046729
610.0,-960.0,610.0,-960.0,1745.8767,27.655985,0.014382919,False,False,-328.2475855062492
630.0,-960.0,630.0,-960.0,1684.3999,27.904938,0.013109215,False,False,-314.93375753069677
650.0,-960.0,650.0,-960.0,1654.0828,29.409075,0.0126324035,False,False,-301.79104505462533
670.0,-960.0,670.0,-960.0,1651.415,31.888664,0.012859087,False,False,-288.82468290882383
690.0,-960.0,690.0,-960.0,1673.3816,35.067936,0.013709338,False,False,-276.0400470070078
710.0,-960.0,710.0,-960.0,1717.0515,38.72845,0.015105707,False,False,-263.4426539642641
730.0,-960.0,730.0,-960.0,1777.8582,42.740055,0.016927768,False,False,-251.03816014815456
750.0,-960.0,750.0,-960.0,1853.3058,47.0262,0.01910946,False,False,-238.8323601026477
770.0,-960.0,770.0,-960.0,1942.0063,51.54635,0.02161398,False,False,-230.6502346320827
789.9999999999999,-960.0,789.9999999999999,-960.0,2040.9419,56.30348,0.024362408,False,False,-243.26183887385528
810.0,-960.0,810.0,-960.0,2150.879,61.277023,0.027374422,False,False,-256.0652849274995
830.0,-960.0,830.0,-960.0,2270.651,66.47692,0.030619936,False,False,-269.05476635171266
850.0,-960.0,850.0,-960.0,2402.2715,71.87887,0.034151495,False,False,-282.2246293064254
869.9999999999999,-960.0,869.9999999999999,-960.0,2546.7344,77.47361,0.037995175,False,False,-295.5693729013511
890.0000000000001,-960.0,890.0000000000001,-960.0,2703.8767,83.26464,0.04214721,False,False,-309.08364896976695
910.0,-960.0,910.0,-960.0,2874.5576,89.243385,0.04663033,False,False,-322.7622613304329
930.0,-960.0,930.0,-960.0,3060.3594,95.392876,0.05148615,False,False,-336.600164596728
950.0,-960.0,950.0,-960.0,3260.9675,101.71839,0.056707017,False,False,-350.5924625881783
969.9999999999999,-960.0,969.9999999999999,-960.0,3475.0806,108.23244,0.062259592,False,False,-364.73440639561807
990.0,-960.0,990.0,-960.0,3702.7961,114.93015,0.068146944,False,False,-379.0213921473446
1010.0,-960.0,1010.0,-960.0,3945.656,121.79002,0.074409805,False,False,-393.4489585198305
1030.0,-960.0,1030.0,-960.0,4205.515,128.78734,0.081097215,False,False,-408.01278403287233
1050.0,-960.0,1050.0,-960.0,4483.364,135.90808,0.088235766,False,False,-422.7086841655251
