layout,noise,n,vertices_count,total,bounded,unbounded,degenerate,failures,failure_rate,source_outside_count,median_vertices,mean_circularity,median_circularity,median_ratio,p95_ratio,max_ratio,failure_over_1pct,polygon_inside_arena_count
uniform_area,truncnorm,32,3,14,14,0,0,10,0.7142857142857143,0,3.0,0.4827787127554881,0.5101853732401884,1.0098753305977914,1.0433335368474626,1.0633051354644578,0.5,14
uniform_area,truncnorm,32,4,361,361,0,0,124,0.34349030470914127,0,4.0,0.6251797590604367,0.6351817723013646,1.0,1.0428052871593554,1.1103212195420593,0.14681440443213298,360
uniform_area,truncnorm,32,5,730,730,0,0,318,0.43561643835616437,1,5.0,0.6675670036943843,0.6907685030788613,1.0000000000000002,1.0324029926047247,1.1050709507686618,0.16164383561643836,724
uniform_area,truncnorm,32,6,733,733,0,0,332,0.4529331514324693,0,6.0,0.7080057414678191,0.7295340684818933,1.0000000000000002,1.029303855938986,1.0997712006786788,0.16234652114597545,728
uniform_area,truncnorm,32,7,424,424,0,0,188,0.44339622641509435,0,7.0,0.7478817932376243,0.7790315999086409,1.0000000000000002,1.0300559498476949,1.0948078960640817,0.1580188679245283,423
uniform_area,truncnorm,32,8,172,172,0,0,87,0.5058139534883721,0,8.0,0.7750437150742514,0.7923124745704846,1.000001081351949,1.0325833373335784,1.083329409089051,0.1511627906976744,171
uniform_area,truncnorm,32,9,53,53,0,0,25,0.4716981132075472,0,9.0,0.8010854976996329,0.8134309773330628,1.0000000000000002,1.0179440733532246,1.0694437182837588,0.16981132075471697,53
uniform_area,truncnorm,32,10,13,13,0,0,5,0.38461538461538464,0,10.0,0.7919104909111805,0.795369778801674,1.0,1.0213625008536682,1.0249936949464087,0.15384615384615385,13
uniform_area,uniform,2,3,30,30,0,0,0,0.0,0,3.0,0.029537659370699194,0.029342811891939005,1.0,1.0000000000000002,1.0000000000000002,0.0,28
uniform_area,uniform,2,4,2424,2424,0,0,25,0.010313531353135313,0,4.0,0.44651443979572214,0.4669069597620481,1.0,1.0000000000000002,1.0005166350497183,0.0,2244
uniform_area,uniform,3,3,169,169,0,0,67,0.39644970414201186,2,3.0,0.4084815819021296,0.4358773918698148,1.0,1.0559300062112134,1.1132628243183131,0.23668639053254437,167
uniform_area,uniform,3,4,1322,1322,0,0,175,0.132375189107413,3,4.0,0.5078034742715108,0.5383623025922691,1.0,1.010201186941658,1.1089066165176422,0.05068078668683813,1280
uniform_area,uniform,3,5,753,753,0,0,93,0.12350597609561753,3,5.0,0.5517848671621576,0.5904692378718498,1.0,1.0043751499443279,1.0564135261510736,0.035856573705179286,725
uniform_area,uniform,3,6,254,254,0,0,33,0.12992125984251968,0,6.0,0.6555829901039861,0.696462861194953,1.0,1.0026922054965803,1.0541065202822493,0.015748031496062992,250
uniform_area,uniform,4,3,167,167,0,0,81,0.48502994011976047,4,3.0,0.45102555862034294,0.471212041105685,1.0000000000000002,1.0587712935255262,1.1359854979536959,0.31736526946107785,165
uniform_area,uniform,4,4,1045,1045,0,0,254,0.2430622009569378,4,4.0,0.5319164230433208,0.5589537464421646,1.0,1.0292992629401492,1.1059174812856152,0.11483253588516747,1023
uniform_area,uniform,4,5,861,861,0,0,196,0.22764227642276422,2,5.0,0.5819309263914838,0.6212618843091509,1.0,1.0210490956342564,1.1117419055116469,0.08130081300813008,848
uniform_area,uniform,4,6,359,359,0,0,72,0.20055710306406685,3,6.0,0.6485107076008918,0.6721828264909685,1.0,1.01315618608098,1.0722178301340628,0.06128133704735376,353
uniform_area,uniform,4,7,64,64,0,0,18,0.28125,0,7.0,0.6954026247370975,0.7311909284165962,1.0,1.006225112082609,1.018520773490845,0.046875,64
uniform_area,uniform,4,8,4,4,0,0,0,0.0,0,8.0,0.7108102640451133,0.7183147118138559,1.0,1.0000000000000002,1.0000000000000002,0.0,4
uniform_area,uniform,6,3,180,180,0,0,90,0.5,3,3.0,0.4650318278477707,0.501839591286412,1.000000011492037,1.0825191889756036,1.1279457700751236,0.3333333333333333,180
uniform_area,uniform,6,4,887,887,0,0,290,0.3269447576099211,8,4.0,0.5530924254805343,0.577950460616447,1.0,1.0391399839355588,1.106531618289918,0.1668545659526494,877
uniform_area,uniform,6,5,868,868,0,0,308,0.3548387096774194,10,5.0,0.603261043394533,0.6330465080692522,1.0000000000000002,1.0312227656717121,1.1109129963730249,0.1543778801843318,861
uniform_area,uniform,6,6,427,427,0,0,130,0.3044496487119438,2,6.0,0.6546724289558921,0.6840360779610893,1.0,1.0227269211399073,1.0957334943221377,0.1053864168618267,419
uniform_area,uniform,6,7,113,113,0,0,36,0.3185840707964602,3,7.0,0.6776791633745542,0.6956090123307919,1.0000000000000002,1.019092109987423,1.0433392478165229,0.07964601769911504,112
uniform_area,uniform,6,8,25,25,0,0,3,0.12,0,8.0,0.6992808417867745,0.7248319480667454,1.0,1.0013587812794695,1.0187485450778104,0.04,25
uniform_area,uniform,8,3,181,181,0,0,95,0.5248618784530387,1,3.0,0.46349608922349483,0.4925547440192928,1.0002240699336566,1.066944912117695,1.1358835559078968,0.27624309392265195,181
uniform_area,uniform,8,4,853,853,0,0,317,0.3716295427901524,14,4.0,0.5535270713927003,0.5749415067611311,1.0000000000000002,1.0443960032762847,1.117364685233317,0.1981242672919109,845
uniform_area,uniform,8,5,879,879,0,0,338,0.3845278725824801,6,5.0,0.6171503652645138,0.6398022383247312,1.0,1.0377060899953483,1.1262273385819053,0.15358361774744028,870
uniform_area,uniform,8,6,437,437,0,0,164,0.37528604118993136,5,6.0,0.6602510112480914,0.6862864455582505,1.0000000000000002,1.0258276235161503,1.1013179767811612,0.12814645308924486,434
uniform_area,uniform,8,7,127,127,0,0,40,0.31496062992125984,3,7.0,0.7017491526455788,0.740665192941039,1.0,1.02335137993961,1.0737806615673473,0.07874015748031496,124
uniform_area,uniform,8,8,18,18,0,0,5,0.2777777777777778,0,8.0,0.6961742110700904,0.7328086205892602,1.0,1.02285951507692,1.0300539251191736,0.16666666666666666,18
uniform_area,uniform,8,9,4,4,0,0,2,0.5,0,9.0,0.745865995149354,0.7134516466642004,1.0096052288579203,1.0355747466636656,1.0384625623603405,0.5,4
uniform_area,uniform,8,10,1,1,0,0,1,1.0,0,10.0,0.7455917982723524,0.7455917982723524,1.0175452132440728,1.0175452132440728,1.0175452132440728,1.0,1
uniform_area,uniform,12,3,188,188,0,0,90,0.4787234042553192,5,3.0,0.4551459046927669,0.4763156006068653,1.0000000000000002,1.0814665589523742,1.140552617149656,0.3191489361702128,187
uniform_area,uniform,12,4,790,790,0,0,349,0.4417721518987342,11,4.0,0.5595357566658334,0.583063628628931,1.0000000000000002,1.0469233008930146,1.142963021264401,0.2088607594936709,783
uniform_area,uniform,12,5,889,889,0,0,348,0.3914510686164229,6,5.0,0.6205932995451203,0.6452036865875613,1.0000000000000002,1.0417567787823288,1.113413537613053,0.1766029246344207,884
uniform_area,uniform,12,6,454,454,0,0,193,0.4251101321585903,8,6.0,0.6547995709968233,0.6713515974049094,1.0000000000000002,1.0398981142251227,1.126636796155542,0.15418502202643172,451
uniform_area,uniform,12,7,151,151,0,0,79,0.5231788079470199,2,7.0,0.700961444116,0.7277809634966241,1.0000096166228025,1.055908435233519,1.080411040955089,0.2052980132450331,149
uniform_area,uniform,12,8,25,25,0,0,7,0.28,0,8.0,0.7395039676958324,0.7537692241701914,1.0,1.010377605696516,1.024575459035875,0.08,25
uniform_area,uniform,12,9,3,3,0,0,3,1.0,0,9.0,0.8762451810849292,0.8630310985760099,1.0017255290262779,1.0084533963701352,1.0092009371861193,0.0,3
uniform_area,uniform,20,3,181,181,0,0,85,0.4696132596685083,3,3.0,0.45157007385898285,0.47595482238401265,1.0000000000000002,1.0605309309475148,1.1187214262972545,0.287292817679558,180
uniform_area,uniform,20,4,775,775,0,0,360,0.4645161290322581,15,4.0,0.5723633091290786,0.5915835310499118,1.0000000000000002,1.0545949950828604,1.126174925494031,0.24645161290322581,771
uniform_area,uniform,20,5,903,903,0,0,435,0.48172757475083056,10,5.0,0.6385289325685338,0.6640710618766679,1.0000000000000002,1.0389550222816022,1.113584043869815,0.23809523809523808,898
uniform_area,uniform,20,6,440,440,0,0,210,0.4772727272727273,3,6.0,0.6706749337620737,0.6936379840504675,1.0000000000000002,1.0392766241379858,1.118667906476929,0.17954545454545454,437
uniform_area,uniform,20,7,160,160,0,0,81,0.50625,1,7.0,0.6973624027839371,0.727064469557875,1.0000007883951825,1.0376737561473086,1.086019881446451,0.2,160
uniform_area,uniform,20,8,36,36,0,0,14,0.3888888888888889,1,8.0,0.7339637753793387,0.746554360926726,1.0000000000000002,1.0291609154880303,1.0411187264753,0.19444444444444445,36
uniform_area,uniform,20,9,5,5,0,0,4,0.8,0,9.0,0.7851756328702922,0.7989009248053217,1.008849402893502,1.0102339290585183,1.0104921770266186,0.2,5
uniform_area,uniform,32,3,183,183,0,0,99,0.5409836065573771,5,3.0,0.4679739936447737,0.48623919600857285,1.0003621298874097,1.0541683771415544,1.1238875785940032,0.34972677595628415,182
uniform_area,uniform,32,4,757,757,0,0,346,0.4570673712021136,13,4.0,0.5666668125079187,0.5828284905431995,1.0000000000000002,1.0499195487245299,1.1427074256417196,0.23778071334214002,755
uniform_area,uniform,32,5,852,852,0,0,409,0.4800469483568075,13,5.0,0.6362786041918168,0.6579045587869178,1.0000000000000002,1.044597500821401,1.131037657840958,0.22887323943661972,849
uniform_area,uniform,32,6,505,505,0,0,241,0.4772277227722772,9,6.0,0.6853355466902897,0.709935879185464,1.0000000000000002,1.0425649860135164,1.0891557517132144,0.1900990099009901,503
uniform_area,uniform,32,7,158,158,0,0,75,0.47468354430379744,3,7.0,0.7195095662882297,0.7299779585309135,1.0000000000000002,1.0231079209008556,1.0612755562796568,0.11392405063291139,158
uniform_area,uniform,32,8,38,38,0,0,22,0.5789473684210527,0,8.0,0.7410854625747817,0.7467275501928903,1.0016807610824188,1.036285774262789,1.0639522669290413,0.23684210526315788,38
uniform_area,uniform,32,9,7,7,0,0,3,0.42857142857142855,0,9.0,0.7484870394684882,0.7287563349999727,1.0,1.0311340204260426,1.0414315644815209,0.14285714285714285,7
