x_m,y_m,worst_mec_radius_m
300.0,-650.0,89.99705558468318
325.0,-650.0,87.95135382107297
350.0,-650.0,85.93126419177585
375.0,-650.0,83.9370787868066
400.0,-650.0,81.96910058909252
425.0,-650.0,80.02764383903008
450.0,-650.0,78.11303468208507
475.0,-650.0,76.22561168132178
500.0,-650.0,74.36572661475242
525.0,-650.0,72.53374503663642
550.0,-650.0,70.7300469696848
575.0,-650.0,68.95502752093275
600.0,-650.0,67.20909761701341
625.0,-650.0,65.49268456915544
650.0,-650.0,63.806232765333405
675.0,-650.0,62.150204195795624
700.0,-650.0,60.52507898183706
725.0,-650.0,58.93135588056042
750.0,-650.0,57.369552473490415
250.0,-625.0,96.46608226445602
275.0,-625.0,94.29659332031558
300.0,-625.0,92.1526565343576
325.0,-625.0,90.03455445599454
350.0,-625.0,87.94257986569633
375.0,-625.0,85.87703642409629
400.0,-625.0,83.83823907303496
425.0,-625.0,81.82651490415692
450.0,-625.0,79.8422038749768
475.0,-625.0,77.88565921367395
500.0,-625.0,75.9572485142783
525.0,-625.0,74.0573544038776
550.0,-625.0,72.18637516206974
575.0,-625.0,70.34472581535321
600.0,-625.0,68.53283872690405
625.0,-625.0,66.75116458729582
650.0,-625.0,65.00017310789458
675.0,-625.0,63.280353945974255
700.0,-625.0,61.59221734776874
725.0,-625.0,59.93629480208793
750.0,-625.0,58.31313981714377
775.0,-625.0,56.72332820585909
225.0,-600.0,101.2433162305996
250.0,-600.0,98.96969310183442
275.0,-600.0,96.72184423368289
300.0,-600.0,94.500052373057
325.0,-600.0,92.3046104910218
350.0,-600.0,90.13582218586342
375.0,-600.0,87.99400254345882
400.0,-600.0,85.87947885705094
425.0,-600.0,83.79259122918917
450.0,-600.0,81.73369335330476
475.0,-600.0,79.70315349053698
500.0,-600.0,77.70135514376095
525.0,-600.0,75.72869810618468
550.0,-600.0,73.78559924079593
575.0,-600.0,71.87249369865287
600.0,-600.0,69.98983560402313
625.0,-600.0,68.13809934055082
650.0,-600.0,66.31778047600419
675.0,-600.0,64.52939685252545
700.0,-600.0,62.77348946186175
725.0,-600.0,61.050623662001335
750.0,-600.0,59.361389895985745
775.0,-600.0,57.70640452191298
800.0,-600.0,56.0863105779941
200.0,-575.0,106.43993694280485
225.0,-575.0,104.055991673767
250.0,-575.0,101.6980428581778
275.0,-575.0,99.36637322251218
300.0,-575.0,97.06127544411171
325.0,-575.0,94.78305292284799
350.0,-575.0,92.53202034374992
375.0,-575.0,90.30850451482857
400.0,-575.0,88.11284503828088
425.0,-575.0,85.9453951850254
450.0,-575.0,83.80652267631699
475.0,-575.0,81.69661075095775
500.0,-575.0,79.61605900730487
525.0,-575.0,77.5652846049822
550.0,-575.0,75.54472310474667
575.0,-575.0,73.55482984495039
600.0,-575.0,71.59608107561806
625.0,-575.0,69.66897511583835
650.0,-575.0,67.77403369913165
675.0,-575.0,65.91180329202064
700.0,-575.0,64.0828563417015
725.0,-575.0,62.28779266430022
750.0,-575.0,60.527240636123516
775.0,-575.0,58.80185840604156
800.0,-575.0,57.11233512661827
200.0,-550.0,109.6008908167834
225.0,-550.0,107.12607511654763
250.0,-550.0,104.67776004025892
275.0,-550.0,102.25623808879539
300.0,-550.0,99.86181218596785
325.0,-550.0,97.49479638082514
350.0,-550.0,95.15551664532535
375.0,-550.0,92.84431163504244
400.0,-550.0,90.56153344208678
425.0,-550.0,88.30754856390757
450.0,-550.0,86.08273901998542
475.0,-550.0,83.8875030096506
500.0,-550.0,81.72225645325172
525.0,-550.0,79.58743379653714
550.0,-550.0,77.48348951087452
575.0,-550.0,75.41089929090275
600.0,-550.0,73.37016150299773
625.0,-550.0,71.3617986448072
650.0,-550.0,69.38635884737309
675.0,-550.0,67.44441751950376
700.0,-550.0,65.53657894719527
725.0,-550.0,63.66347797780025
750.0,-550.0,61.82578171043467
775.0,-550.0,60.02419111198268
800.0,-550.0,58.2594426984422
825.0,-550.0,56.532309859008
175.0,-525.0,115.65666402258685
200.0,-525.0,113.05755658266972
225.0,-525.0,110.48516956969566
250.0,-525.0,107.93979520408834
275.0,-525.0,105.42173596528654
300.0,-525.0,102.9313053364393
325.0,-525.0,100.46882829902853
350.0,-525.0,98.03464232077057
375.0,-525.0,95.62909798466896
400.0,-525.0,93.25256010928726
425.0,-525.0,90.90540877033354
450.0,-525.0,88.58804002997002
475.0,-525.0,86.30086746017825
500.0,-525.0,84.04432314661032
525.0,-525.0,81.81885910573051
550.0,-525.0,79.62494862328819
575.0,-525.0,77.46308785503783
600.0,-525.0,75.33379733467666
625.0,-525.0,73.23762377213554
650.0,-525.0,71.17514181790881
675.0,-525.0,69.14695594337641
700.0,-525.0,67.15370257325158
725.0,-525.0,65.19605191696152
750.0,-525.0,63.274710347360234
775.0,-525.0,61.39042236458482
800.0,-525.0,59.54397287902176
825.0,-525.0,57.73618931177111
850.0,-525.0,55.96794346374335
150.0,-500.0,122.28382637254381
175.0,-500.0,119.55225390622644
200.0,-500.0,116.84761751377773
225.0,-500.0,114.17020967968695
250.0,-500.0,111.52033273093521
275.0,-500.0,108.89829958123012
300.0,-500.0,106.30443444121522
325.0,-500.0,103.73907362934685
350.0,-500.0,101.20256612759059
375.0,-500.0,98.69527503650048
400.0,-500.0,96.21757792017242
425.0,-500.0,93.7698684623653
450.0,-500.0,91.3525571947577
475.0,-500.0,88.96607296867784
500.0,-500.0,86.61086417951921
525.0,-500.0,84.28740044711365
550.0,-500.0,81.99617391785159
575.0,-500.0,79.7377010751351
600.0,-500.0,77.51252471921364
625.0,-500.0,75.32121566432708
650.0,-500.0,73.16437503301525
675.0,-500.0,71.04263649486215
700.0,-500.0,68.95666844206988
725.0,-500.0,66.90717675239583
750.0,-500.0,64.89490726486437
775.0,-500.0,62.92064847453402
800.0,-500.0,60.98523448170078
825.0,-500.0,59.08954759698061
850.0,-500.0,57.234521392867684
150.0,-475.0,126.67977974931725
175.0,-475.0,123.83385920938373
200.0,-475.0,121.0153762830934
